mad;šílený, bláznivý;;
magazine;časopis;;
machine;stroj;;
mail;pošta;;
main;hlavní;;
maintenance;podpora, údržba;;
major;větší, důležitý;;
majority;většina;;
make;dělat, vyrábět, přimět;I’m going to make a cake.;
make up;makeup, nalíčení;;
man;člověk, muž;;
manage;řídit, spravovat, zařídit;;
management;management;;
manner;způsob;You will do it in this manner.;
manual;ruční, tělesný, příručka;;
many;mnohý, četný, mnoho;;
map;mapa, plán;;
mark;cíl, terč, stopa, značka;;
market;trh;;
marriage;manželství, sňatek;;
marry;oženit (se), vdát (se);;
material;materiál;;
mathematics;matematika;;
match;zápas, sirka, shodovat se;;
matter;látka, záležitost, vadit;It doesn’t matter.;
may;smím, mohu;;
maybe;možná;;
me;mne, mě, mně;;
meal;jídlo (denní);;
mean;znamenat;;
meaning;mínění;;
measure;míra, rytmus, opatření, měřit;;
meat;maso;;
medicine;lék, lékařství;;
medium;střed, průměr, střední;;
meet;potkat, sejít se;;
meeting;schůzka, setkání;;
mechanic;opravář, mechanik;;
melody;melodie;;
member;člen;;
membership;členství;;
memory;paměť;;
mention;zmínit se, zmínka;;
menu;jídlení lístek;;
mess;nepořádek, zmatek;;
message;zpráva, vzkaz;;
metal;kov, železo;;
method;metoda, způsob, postup;;
metre;metr;;
middle;střední, prostřední;;
midnight;půlnoc;;
might;smím (podmiňovací – směl bych), mohu (podmiňovací – mohl bych);He might go with us.;
mild;mírný;;
mile;míle;;
milk;mléko;;
million;milion;;
mind;mysl, smýšlení, dbát (na), namítat (proti);;
mine;můj, mina, důl, dolovat;;
mineral;minerální;;
minister;ministr;;
minor;menší;;
minority;menšina;;
minute;minuta;;
mirror;zrcadlo;;
miss;minout, chybit, netrefit, zmeškat, postrádat;;
Miss;slečna (před jménem);;
missing;chybějící, pohřešovaný;;
mistake;chyba, omyl;;
misunderstanding;nedorozumění, neporozumění;;
mix;namíchat, smíchat;;
mobile;mobilní;;
modern;moderní;;
moment;okamžik;Wait a moment, please!;
money;peníze;;
monopoly;monopol;;
month;měsíc (v roce);;
mood;nálada;;
moon;měsíc (na obloze);;
more;více;;
morning;ráno, dopoledne;;
most;největší, většina;;
mother;matka;;
Mother-in-law;tchýně;;
motorcycle;motocykl;;
mountain;hora;;
mouth;ústa, ústí;;
